"","V1","V2","V3"
"9338","V",1044,"1"
"9339","V",1028,"1"
"9340","C",17867,"17867"
"9341","V",1008,"1"
"9342","V",1295,"1"
"9343","V",1001,"1"
"9344","V",1078,"1"
"9345","V",1018,"1"
"9346","V",1004,"1"
"9347","C",17871,"17871"
"9348","V",1008,"1"
"9349","V",1010,"1"
"9350","V",1001,"1"
"9351","V",1061,"1"
"9352","V",1002,"1"
"9353","V",1034,"1"
"9354","V",1071,"1"
"9355","C",17880,"17880"
"9356","V",1064,"1"
"9357","V",1020,"1"
"9358","V",1124,"1"
"9359","V",1070,"1"
"9360","V",1004,"1"
"9361","V",1149,"1"
"9362","V",1027,"1"
"9363","V",1046,"1"
"9364","V",1026,"1"
"9365","V",1041,"1"
"9366","V",1068,"1"
"9367","C",17895,"17895"
"9368","V",1009,"1"
"9369","V",1099,"1"
"9370","V",1137,"1"
"9371","V",1017,"1"
"9372","V",1001,"1"
"9373","V",1004,"1"
"9374","V",1018,"1"
"9375","C",17902,"17902"
"9376","V",1011,"1"
"9377","V",1038,"1"
"9378","V",1092,"1"
"9379","V",1100,"1"
"9380","V",1026,"1"
"9381","V",1150,"1"
"9382","V",1001,"1"
"9383","V",1024,"1"
"9384","V",1004,"1"
"9385","V",1053,"1"
"9386","C",17907,"17907"
"9387","V",1008,"1"
"9388","V",1027,"1"
"9389","V",1009,"1"
"9390","V",1038,"1"
"9391","V",1026,"1"
"9392","V",1041,"1"
"9393","C",17914,"17914"
"9394","V",1008,"1"
"9395","V",1058,"1"
"9396","V",1017,"1"
"9397","V",1001,"1"
"9398","V",1003,"1"
"9399","V",1043,"1"
"9400","V",1034,"1"
"9401","V",1018,"1"
"9402","V",1004,"1"
"9403","C",17925,"17925"
"9404","V",1130,"1"
"9405","V",1009,"1"
"9406","V",1076,"1"
"9407","V",1001,"1"
"9408","V",1003,"1"
"9409","V",1074,"1"
"9410","C",17926,"17926"
"9411","V",1131,"1"
"9412","V",1018,"1"
"9413","V",1057,"1"
"9414","V",1008,"1"
"9415","V",1009,"1"
"9416","V",1056,"1"
"9417","V",1052,"1"
"9418","V",1032,"1"
"9419","V",1002,"1"
"9420","V",1075,"1"
"9421","C",17934,"17934"
"9422","V",1015,"1"
"9423","V",1016,"1"
"9424","V",1062,"1"
"9425","V",1082,"1"
"9426","V",1017,"1"
"9427","V",1052,"1"
"9428","C",17949,"17949"
"9429","V",1025,"1"
"9430","V",1018,"1"
"9431","V",1035,"1"
"9432","V",1037,"1"
"9433","V",1295,"1"
"9434","V",1009,"1"
"9435","V",1026,"1"
"9436","V",1041,"1"
"9437","C",17951,"17951"
"9438","V",1035,"1"
"9439","V",1077,"1"
"9440","V",1009,"1"
"9441","V",1040,"1"
"9442","V",1001,"1"
"9443","V",1018,"1"
"9444","V",1004,"1"
"9445","C",17960,"17960"
"9446","V",1008,"1"
"9447","V",1025,"1"
"9448","V",1187,"1"
"9449","V",1020,"1"
"9450","V",1207,"1"
"9451","V",1041,"1"
"9452","V",1034,"1"
"9453","C",17970,"17970"
"9454","V",1008,"1"
"9455","V",1030,"1"
"9456","V",1017,"1"
"9457","V",1076,"1"
"9458","V",1001,"1"
"9459","V",1003,"1"
"9460","V",1004,"1"
"9461","V",1078,"1"
"9462","V",1018,"1"
"9463","C",17973,"17973"
"9464","V",1008,"1"
"9465","V",1030,"1"
"9466","V",1062,"1"
"9467","V",1082,"1"
"9468","V",1185,"1"
"9469","V",1017,"1"
"9470","V",1024,"1"
"9471","V",1068,"1"
"9472","V",1004,"1"
"9473","V",1034,"1"
"9474","V",1018,"1"
"9475","C",17975,"17975"
"9476","V",1081,"1"
"9477","V",1020,"1"
"9478","V",1160,"1"
"9479","V",1017,"1"
"9480","V",1001,"1"
"9481","V",1197,"1"
"9482","V",1004,"1"
"9483","C",17998,"17998"
"9484","V",1035,"1"
"9485","V",1085,"1"
"9486","V",1003,"1"
"9487","V",1001,"1"
"9488","V",1088,"1"
"9489","V",1018,"1"
"9490","V",1014,"1"
"9491","V",1004,"1"
"9492","C",18001,"18001"
"9493","V",1084,"1"
"9494","V",1125,"1"
"9495","V",1073,"1"
"9496","V",1040,"1"
"9497","V",1004,"1"
"9498","V",1053,"1"
"9499","V",1067,"1"
"9500","C",18046,"18046"
"9501","V",1157,"1"
"9502","V",1020,"1"
"9503","V",1177,"1"
"9504","V",1021,"1"
"9505","V",1029,"1"
"9506","V",1008,"1"
"9507","V",1038,"1"
"9508","V",1041,"1"
"9509","V",1042,"1"
"9510","V",1053,"1"
"9511","V",1034,"1"
"9512","V",1028,"1"
"9513","C",18053,"18053"
"9514","V",1008,"1"
"9515","V",1010,"1"
"9516","V",1093,"1"
"9517","V",1011,"1"
"9518","V",1034,"1"
"9519","V",1018,"1"
"9520","C",18054,"18054"
"9521","V",1065,"1"
"9522","V",1020,"1"
"9523","V",1123,"1"
"9524","V",1004,"1"
"9525","V",1113,"1"
"9526","V",1038,"1"
"9527","V",1099,"1"
"9528","V",1026,"1"
"9529","V",1041,"1"
"9530","V",1053,"1"
"9531","C",18056,"18056"
"9532","V",1008,"1"
"9533","V",1035,"1"
"9534","V",1037,"1"
"9535","V",1009,"1"
"9536","V",1003,"1"
"9537","V",1018,"1"
"9538","C",18067,"18067"
"9539","V",1040,"1"
"9540","V",1031,"1"
"9541","V",1017,"1"
"9542","V",1003,"1"
"9543","V",1001,"1"
"9544","V",1004,"1"
"9545","C",18071,"18071"
"9546","V",1024,"1"
"9547","V",1004,"1"
"9548","V",1008,"1"
"9549","V",1189,"1"
"9550","V",1027,"1"
"9551","V",1038,"1"
"9552","V",1026,"1"
"9553","V",1176,"1"
"9554","C",18122,"18122"
"9555","V",1130,"1"
"9556","V",1076,"1"
"9557","V",1074,"1"
"9558","V",1071,"1"
"9559","V",1008,"1"
"9560","V",1038,"1"
"9561","V",1009,"1"
"9562","V",1026,"1"
"9563","V",1003,"1"
"9564","V",1001,"1"
"9565","V",1034,"1"
"9566","V",1053,"1"
"9567","C",18134,"18134"
"9568","V",1008,"1"
"9569","V",1046,"1"
"9570","V",1049,"1"
"9571","V",1001,"1"
"9572","V",1018,"1"
"9573","V",1075,"1"
"9574","V",1034,"1"
"9575","C",18139,"18139"
"9576","V",1035,"1"
"9577","V",1022,"1"
"9578","V",1009,"1"
"9579","V",1059,"1"
"9580","V",1003,"1"
"9581","V",1018,"1"
"9582","C",18146,"18146"
"9583","V",1008,"1"
"9584","V",1009,"1"
"9585","V",1058,"1"
"9586","V",1046,"1"
"9587","V",1039,"1"
"9588","V",1017,"1"
"9589","V",1034,"1"
"9590","V",1018,"1"
"9591","C",18201,"18201"
"9592","V",1035,"1"
"9593","V",1037,"1"
"9594","V",1009,"1"
"9595","V",1017,"1"
"9596","V",1003,"1"
"9597","V",1004,"1"
"9598","V",1018,"1"
"9599","C",18208,"18208"
"9600","V",1035,"1"
"9601","V",1009,"1"
"9602","V",1017,"1"
"9603","V",1049,"1"
"9604","V",1003,"1"
"9605","V",1001,"1"
"9606","V",1018,"1"
"9607","C",18239,"18239"
"9608","V",1146,"1"
"9609","V",1118,"1"
"9610","V",1148,"1"
"9611","V",1100,"1"
"9612","V",1017,"1"
"9613","V",1043,"1"
"9614","C",18268,"18268"
"9615","V",1020,"1"
"9616","V",1124,"1"
"9617","V",1076,"1"
"9618","V",1017,"1"
"9619","V",1004,"1"
"9620","V",1078,"1"
"9621","V",1018,"1"
"9622","V",1074,"1"
"9623","V",1113,"1"
"9624","V",1008,"1"
"9625","V",1030,"1"
"9626","V",1009,"1"
"9627","V",1003,"1"
"9628","C",18269,"18269"
"9629","V",1119,"1"
"9630","V",1141,"1"
"9631","V",1025,"1"
"9632","V",1007,"1"
"9633","V",1017,"1"
"9634","V",1004,"1"
"9635","V",1023,"1"
"9636","V",1026,"1"
"9637","V",1034,"1"
"9638","V",1105,"1"
"9639","C",18277,"18277"
"9640","V",1035,"1"
"9641","V",1017,"1"
"9642","V",1001,"1"
"9643","V",1003,"1"
"9644","V",1004,"1"
"9645","V",1018,"1"
"9646","C",18280,"18280"
"9647","V",1017,"1"
"9648","V",1008,"1"
"9649","V",1056,"1"
"9650","V",1038,"1"
"9651","V",1039,"1"
"9652","V",1026,"1"
"9653","V",1041,"1"
"9654","V",1032,"1"
"9655","V",1034,"1"
"9656","C",18283,"18283"
"9657","V",1190,"1"
"9658","V",1081,"1"
"9659","V",1024,"1"
"9660","V",1014,"1"
"9661","V",1018,"1"
"9662","V",1010,"1"
"9663","V",1000,"1"
"9664","V",1011,"1"
"9665","V",1089,"1"
"9666","V",1038,"1"
"9667","V",1012,"1"
"9668","V",1040,"1"
"9669","V",1026,"1"
"9670","V",1100,"1"
"9671","V",1003,"1"
"9672","C",18290,"18290"
"9673","V",1008,"1"
"9674","V",1113,"1"
"9675","V",1087,"1"
"9676","V",1009,"1"
"9677","V",1017,"1"
"9678","V",1024,"1"
"9679","V",1004,"1"
"9680","C",18304,"18304"
"9681","V",1035,"1"
"9682","V",1008,"1"
"9683","V",1009,"1"
"9684","V",1003,"1"
"9685","V",1001,"1"
"9686","V",1018,"1"
"9687","C",18308,"18308"
"9688","V",1081,"1"
"9689","V",1011,"1"
"9690","V",1040,"1"
"9691","V",1017,"1"
"9692","V",1088,"1"
"9693","V",1001,"1"
"9694","V",1043,"1"
"9695","V",1014,"1"
"9696","C",18309,"18309"
"9697","V",1010,"1"
"9698","V",1008,"1"
"9699","V",1093,"1"
"9700","V",1295,"1"
"9701","V",1004,"1"
"9702","V",1018,"1"
"9703","C",18312,"18312"
"9704","V",1141,"1"
"9705","V",1084,"1"
"9706","V",1020,"1"
"9707","V",1008,"1"
"9708","V",1038,"1"
"9709","V",1026,"1"
"9710","V",1034,"1"
"9711","V",1042,"1"
"9712","C",18328,"18328"
"9713","V",1035,"1"
"9714","V",1008,"1"
"9715","V",1065,"1"
"9716","V",1009,"1"
"9717","V",1031,"1"
"9718","V",1017,"1"
"9719","V",1067,"1"
"9720","V",1018,"1"
"9721","C",18336,"18336"
"9722","V",1035,"1"
"9723","V",1037,"1"
"9724","V",1020,"1"
"9725","V",1009,"1"
"9726","V",1003,"1"
"9727","V",1001,"1"
"9728","V",1018,"1"
"9729","V",1004,"1"
"9730","C",18346,"18346"
"9731","V",1008,"1"
"9732","V",1035,"1"
"9733","V",1017,"1"
"9734","V",1001,"1"
"9735","V",1003,"1"
"9736","V",1004,"1"
"9737","V",1018,"1"
"9738","C",18350,"18350"
"9739","V",1010,"1"
"9740","V",1020,"1"
"9741","V",1026,"1"
"9742","V",1017,"1"
"9743","V",1001,"1"
"9744","V",1003,"1"
"9745","V",1013,"1"
"9746","V",1004,"1"
"9747","V",1018,"1"
"9748","C",18352,"18352"
"9749","V",1000,"1"
"9750","V",1008,"1"
"9751","V",1016,"1"
"9752","V",1046,"1"
"9753","V",1009,"1"
"9754","V",1017,"1"
"9755","V",1004,"1"
"9756","V",1034,"1"
"9757","C",18366,"18366"
"9758","V",1045,"1"
"9759","V",1008,"1"
"9760","V",1020,"1"
"9761","V",1295,"1"
"9762","V",1017,"1"
"9763","V",1001,"1"
"9764","V",1034,"1"
"9765","C",18373,"18373"
"9766","V",1020,"1"
"9767","V",1017,"1"
"9768","V",1001,"1"
"9769","V",1003,"1"
"9770","V",1004,"1"
"9771","V",1002,"1"
"9772","V",1053,"1"
"9773","C",18375,"18375"
"9774","V",1025,"1"
"9775","V",1022,"1"
"9776","V",1070,"1"
"9777","V",1017,"1"
"9778","V",1004,"1"
"9779","V",1018,"1"
"9780","V",1057,"1"
"9781","V",1036,"1"
"9782","V",1008,"1"
"9783","V",1060,"1"
"9784","V",1052,"1"
"9785","V",1032,"1"
"9786","V",1001,"1"
"9787","V",1003,"1"
"9788","C",18378,"18378"
"9789","V",1035,"1"
"9790","V",1009,"1"
"9791","V",1054,"1"
"9792","V",1046,"1"
"9793","V",1018,"1"
"9794","V",1004,"1"
"9795","C",18390,"18390"
"9796","V",1113,"1"
"9797","V",1008,"1"
"9798","V",1009,"1"
"9799","V",1024,"1"
"9800","V",1034,"1"
"9801","V",1018,"1"
"9802","C",18393,"18393"
"9803","V",1027,"1"
"9804","V",1038,"1"
"9805","V",1026,"1"
"9806","V",1041,"1"
"9807","V",1053,"1"
"9808","V",1004,"1"
"9809","V",1021,"1"
"9810","C",18395,"18395"
"9811","V",1035,"1"
"9812","V",1077,"1"
"9813","V",1090,"1"
"9814","V",1009,"1"
"9815","V",1046,"1"
"9816","V",1031,"1"
"9817","V",1032,"1"
"9818","V",1003,"1"
"9819","V",1034,"1"
"9820","V",1014,"1"
"9821","V",1004,"1"
"9822","V",1018,"1"
"9823","V",1008,"1"
"9824","V",1037,"1"
"9825","V",1135,"1"
"9826","V",1052,"1"
"9827","V",1001,"1"
"9828","V",1044,"1"
"9829","C",18399,"18399"
"9830","V",1008,"1"
"9831","V",1035,"1"
"9832","V",1022,"1"
"9833","V",1009,"1"
"9834","V",1032,"1"
"9835","V",1018,"1"
"9836","C",18402,"18402"
"9837","V",1008,"1"
"9838","V",1058,"1"
"9839","V",1040,"1"
"9840","V",1032,"1"
"9841","V",1003,"1"
"9842","V",1079,"1"
"9843","V",1018,"1"
"9844","V",1048,"1"
"9845","C",18419,"18419"
"9846","V",1008,"1"
"9847","V",1045,"1"
"9848","V",1027,"1"
"9849","V",1023,"1"
"9850","V",1046,"1"
"9851","V",1026,"1"
"9852","V",1041,"1"
"9853","C",18420,"18420"
"9854","V",1036,"1"
"9855","V",1000,"1"
"9856","V",1220,"1"
"9857","V",1040,"1"
"9858","V",1001,"1"
"9859","V",1003,"1"
"9860","V",1050,"1"
"9861","C",18422,"18422"
"9862","V",1030,"1"
"9863","V",1168,"1"
"9864","V",1001,"1"
"9865","V",1003,"1"
"9866","V",1078,"1"
"9867","V",1018,"1"
"9868","C",18424,"18424"
"9869","V",1017,"1"
"9870","V",1004,"1"
"9871","V",1018,"1"
"9872","V",1071,"1"
"9873","V",1008,"1"
"9874","V",1029,"1"
"9875","V",1003,"1"
"9876","V",1034,"1"
"9877","V",1048,"1"
"9878","C",18427,"18427"
"9879","V",1045,"1"
"9880","V",1018,"1"
"9881","V",1019,"1"
"9882","V",1008,"1"
"9883","V",1027,"1"
"9884","V",1009,"1"
"9885","V",1041,"1"
"9886","V",1034,"1"
"9887","C",18432,"18432"
"9888","V",1017,"1"
"9889","V",1018,"1"
"9890","V",1014,"1"
"9891","V",1067,"1"
"9892","V",1008,"1"
"9893","V",1036,"1"
"9894","V",1000,"1"
"9895","V",1089,"1"
"9896","V",1031,"1"
"9897","V",1026,"1"
"9898","V",1088,"1"
"9899","V",1061,"1"
"9900","V",1034,"1"
"9901","C",18439,"18439"
"9902","V",1008,"1"
"9903","V",1035,"1"
"9904","V",1058,"1"
"9905","V",1009,"1"
"9906","V",1001,"1"
"9907","V",1114,"1"
"9908","V",1018,"1"
"9909","C",18445,"18445"
"9910","V",1008,"1"
"9911","V",1056,"1"
"9912","V",1009,"1"
"9913","V",1032,"1"
"9914","V",1001,"1"
"9915","V",1003,"1"
"9916","V",1018,"1"
"9917","C",18459,"18459"
"9918","V",1020,"1"
"9919","V",1123,"1"
"9920","V",1017,"1"
"9921","V",1034,"1"
"9922","V",1067,"1"
"9923","V",1021,"1"
"9924","C",18483,"18483"
"9925","V",1008,"1"
"9926","V",1026,"1"
"9927","V",1007,"1"
"9928","V",1041,"1"
"9929","V",1004,"1"
"9930","V",1034,"1"
"9931","C",18507,"18507"
"9932","V",1081,"1"
"9933","V",1062,"1"
"9934","V",1082,"1"
"9935","V",1020,"1"
"9936","V",1092,"1"
"9937","V",1018,"1"
"9938","V",1010,"1"
"9939","V",1008,"1"
"9940","V",1009,"1"
"9941","V",1042,"1"
"9942","V",1053,"1"
"9943","V",1034,"1"
"9944","C",18520,"18520"
"9945","V",1008,"1"
"9946","V",1046,"1"
"9947","V",1049,"1"
"9948","V",1001,"1"
"9949","V",1003,"1"
"9950","V",1034,"1"
"9951","C",18526,"18526"
"9952","V",1081,"1"
"9953","V",1124,"1"
"9954","V",1062,"1"
"9955","V",1082,"1"
"9956","V",1017,"1"
"9957","V",1008,"1"
"9958","V",1037,"1"
"9959","V",1009,"1"
"9960","V",1026,"1"
"9961","V",1040,"1"
"9962","V",1042,"1"
"9963","V",1034,"1"
"9964","C",18529,"18529"
"9965","V",1206,"1"
"9966","V",1018,"1"
"9967","V",1014,"1"
"9968","V",1000,"1"
"9969","V",1008,"1"
"9970","V",1035,"1"
"9971","V",1135,"1"
"9972","V",1009,"1"
"9973","V",1089,"1"
"9974","V",1011,"1"
"9975","V",1040,"1"
"9976","V",1001,"1"
"9977","V",1184,"1"
"9978","C",18538,"18538"
"9979","V",1010,"1"
"9980","V",1011,"1"
"9981","V",1038,"1"
"9982","V",1017,"1"
"9983","V",1026,"1"
"9984","V",1042,"1"
"9985","V",1021,"1"
"9986","C",18552,"18552"
"9987","V",1035,"1"
"9988","V",1009,"1"
"9989","V",1003,"1"
"9990","V",1001,"1"
"9991","V",1004,"1"
"9992","V",1018,"1"
"9993","C",18559,"18559"
"9994","V",1036,"1"
"9995","V",1119,"1"
"9996","V",1009,"1"
"9997","V",1295,"1"
"9998","V",1017,"1"
"9999","V",1034,"1"
"10000","V",1018,"1"
"10001","V",1074,"1"
"10002","C",18567,"18567"
"10003","V",1000,"1"
"10004","V",1077,"1"
"10005","V",1040,"1"
"10006","V",1001,"1"
"10007","V",1014,"1"
"10008","V",1018,"1"
"10009","C",18571,"18571"
"10010","V",1030,"1"
"10011","V",1038,"1"
"10012","V",1076,"1"
"10013","V",1003,"1"
"10014","V",1001,"1"
"10015","V",1041,"1"
"10016","V",1018,"1"
"10017","C",18577,"18577"
"10018","V",1000,"1"
"10019","V",1012,"1"
"10020","V",1040,"1"
"10021","V",1003,"1"
"10022","V",1001,"1"
"10023","V",1004,"1"
"10024","V",1014,"1"
"10025","C",18580,"18580"
"10026","V",1064,"1"
"10027","V",1058,"1"
"10028","V",1092,"1"
"10029","V",1070,"1"
"10030","V",1004,"1"
"10031","V",1018,"1"
"10032","V",1038,"1"
"10033","V",1026,"1"
"10034","V",1041,"1"
"10035","C",18581,"18581"
"10036","V",1130,"1"
"10037","V",1017,"1"
"10038","V",1004,"1"
"10039","V",1154,"1"
"10040","V",1031,"1"
"10041","V",1041,"1"
"10042","V",1001,"1"
"10043","V",1002,"1"
"10044","C",18590,"18590"
"10045","V",1025,"1"
"10046","V",1065,"1"
"10047","V",1124,"1"
"10048","V",1070,"1"
"10049","V",1113,"1"
"10050","V",1027,"1"
"10051","V",1295,"1"
"10052","V",1026,"1"
"10053","V",1041,"1"
"10054","C",18599,"18599"
"10055","V",1035,"1"
"10056","V",1000,"1"
"10057","V",1049,"1"
"10058","V",1001,"1"
"10059","V",1002,"1"
"10060","V",1018,"1"
"10061","V",1004,"1"
"10062","C",18603,"18603"
"10063","V",1025,"1"
"10064","V",1017,"1"
"10065","V",1004,"1"
"10066","V",1227,"1"
"10067","V",1147,"1"
"10068","V",1055,"1"
"10069","V",1026,"1"
"10070","V",1032,"1"
"10071","V",1002,"1"
"10072","C",18618,"18618"
"10073","V",1008,"1"
"10074","V",1040,"1"
"10075","V",1061,"1"
"10076","V",1001,"1"
"10077","V",1003,"1"
"10078","V",1004,"1"
"10079","C",18619,"18619"
"10080","V",1130,"1"
"10081","V",1008,"1"
"10082","V",1124,"1"
"10083","V",1046,"1"
"10084","V",1001,"1"
"10085","V",1004,"1"
"10086","V",1034,"1"
"10087","C",18633,"18633"
"10088","V",1008,"1"
"10089","V",1035,"1"
"10090","V",1009,"1"
"10091","V",1001,"1"
"10092","V",1003,"1"
"10093","V",1018,"1"
"10094","C",18639,"18639"
"10095","V",1118,"1"
"10096","V",1130,"1"
"10097","V",1081,"1"
"10098","V",1124,"1"
"10099","V",1082,"1"
"10100","V",1017,"1"
"10101","V",1018,"1"
"10102","V",1014,"1"
"10103","V",1008,"1"
"10104","V",1030,"1"
"10105","V",1038,"1"
"10106","V",1026,"1"
"10107","V",1052,"1"
"10108","V",1060,"1"
"10109","V",1040,"1"
"10110","V",1002,"1"
"10111","C",18689,"18689"
"10112","V",1017,"1"
"10113","V",1040,"1"
"10114","V",1003,"1"
"10115","V",1004,"1"
"10116","V",1019,"1"
"10117","V",1057,"1"
"10118","C",18690,"18690"
"10119","V",1119,"1"
"10120","V",1016,"1"
"10121","V",1017,"1"
"10122","V",1018,"1"
"10123","V",1074,"1"
"10124","V",1035,"1"
"10125","V",1008,"1"
"10126","V",1030,"1"
"10127","V",1009,"1"
"10128","V",1052,"1"
"10129","V",1060,"1"
"10130","V",1031,"1"
"10131","V",1034,"1"
"10132","C",18692,"18692"
"10133","V",1036,"1"
"10134","V",1077,"1"
"10135","V",1062,"1"
"10136","V",1017,"1"
"10137","V",1040,"1"
"10138","V",1018,"1"
"10139","V",1004,"1"
"10140","C",18693,"18693"
"10141","V",1008,"1"
"10142","V",1130,"1"
"10143","V",1076,"1"
"10144","V",1003,"1"
"10145","V",1001,"1"
"10146","V",1004,"1"
"10147","C",18706,"18706"
"10148","V",1017,"1"
"10149","V",1014,"1"
"10150","V",1004,"1"
"10151","V",1000,"1"
"10152","V",1036,"1"
"10153","V",1089,"1"
"10154","V",1052,"1"
"10155","V",1040,"1"
"10156","V",1001,"1"
"10157","V",1088,"1"
"10158","C",18715,"18715"
"10159","V",1036,"1"
"10160","V",1035,"1"
"10161","V",1011,"1"
"10162","V",1031,"1"
"10163","V",1012,"1"
"10164","V",1040,"1"
"10165","V",1088,"1"
"10166","V",1130,"1"
"10167","V",1017,"1"
"10168","V",1014,"1"
"10169","V",1078,"1"
"10170","V",1018,"1"
"10171","V",1000,"1"
"10172","V",1089,"1"
"10173","V",1060,"1"
"10174","V",1001,"1"
"10175","C",18722,"18722"
"10176","V",1017,"1"
"10177","V",1070,"1"
"10178","V",1004,"1"
"10179","V",1036,"1"
"10180","V",1089,"1"
"10181","V",1040,"1"
"10182","V",1001,"1"
"10183","V",1088,"1"
"10184","V",1034,"1"
"10185","C",18730,"18730"
"10186","V",1008,"1"
"10187","V",1095,"1"
"10188","V",1055,"1"
"10189","V",1017,"1"
"10190","V",1034,"1"
"10191","V",1004,"1"
"10192","C",18732,"18732"
"10193","V",1008,"1"
"10194","V",1076,"1"
"10195","V",1001,"1"
"10196","V",1003,"1"
"10197","V",1004,"1"
"10198","V",1074,"1"
"10199","C",18746,"18746"
"10200","V",1187,"1"
"10201","V",1008,"1"
"10202","V",1020,"1"
"10203","V",1038,"1"
"10204","V",1026,"1"
"10205","V",1018,"1"
"10206","V",1034,"1"
"10207","C",18748,"18748"
"10208","V",1025,"1"
"10209","V",1004,"1"
"10210","V",1008,"1"
"10211","V",1046,"1"
"10212","V",1026,"1"
"10213","V",1001,"1"
"10214","V",1032,"1"
"10215","V",1034,"1"
"10216","C",18760,"18760"
"10217","V",1030,"1"
"10218","V",1020,"1"
"10219","V",1295,"1"
"10220","V",1017,"1"
"10221","V",1004,"1"
"10222","V",1018,"1"
"10223","C",18811,"18811"
"10224","V",1027,"1"
"10225","V",1022,"1"
"10226","V",1157,"1"
"10227","V",1046,"1"
"10228","V",1017,"1"
"10229","V",1001,"1"
"10230","V",1041,"1"
"10231","V",1034,"1"
"10232","V",1018,"1"
"10233","C",18817,"18817"
"10234","V",1058,"1"
"10235","V",1017,"1"
"10236","V",1049,"1"
"10237","V",1137,"1"
"10238","V",1004,"1"
"10239","V",1000,"1"
"10240","V",1136,"1"
"10241","V",1003,"1"
"10242","V",1075,"1"
"10243","C",18828,"18828"
"10244","V",1008,"1"
"10245","V",1022,"1"
"10246","V",1026,"1"
"10247","V",1017,"1"
"10248","V",1032,"1"
"10249","V",1034,"1"
"10250","V",1014,"1"
"10251","C",18842,"18842"
"10252","V",1017,"1"
"10253","V",1018,"1"
"10254","V",1004,"1"
"10255","V",1008,"1"
"10256","V",1035,"1"
"10257","V",1040,"1"
"10258","V",1003,"1"
"10259","V",1043,"1"
"10260","V",1034,"1"
"10261","C",18846,"18846"
"10262","V",1008,"1"
"10263","V",1030,"1"
"10264","V",1009,"1"
"10265","V",1076,"1"
"10266","V",1043,"1"
"10267","V",1034,"1"
"10268","V",1074,"1"
"10269","C",18852,"18852"
"10270","V",1017,"1"
"10271","V",1067,"1"
"10272","V",1018,"1"
"10273","V",1008,"1"
"10274","V",1030,"1"
"10275","V",1055,"1"
"10276","V",1009,"1"
"10277","V",1031,"1"
"10278","V",1032,"1"
"10279","C",18856,"18856"
"10280","V",1035,"1"
"10281","V",1127,"1"
"10282","V",1008,"1"
"10283","V",1009,"1"
"10284","V",1034,"1"
"10285","V",1018,"1"
"10286","C",18860,"18860"
"10287","V",1000,"1"
"10288","V",1036,"1"
"10289","V",1037,"1"
"10290","V",1009,"1"
"10291","V",1031,"1"
"10292","V",1017,"1"
"10293","V",1004,"1"
"10294","V",1014,"1"
"10295","C",18863,"18863"
"10296","V",1020,"1"
"10297","V",1004,"1"
"10298","V",1018,"1"
"10299","V",1156,"1"
"10300","V",1035,"1"
"10301","V",1037,"1"
"10302","V",1009,"1"
"10303","V",1150,"1"
"10304","V",1026,"1"
"10305","V",1041,"1"
"10306","V",1034,"1"
"10307","C",18877,"18877"
"10308","V",1017,"1"
"10309","V",1014,"1"
"10310","V",1018,"1"
"10311","V",1008,"1"
"10312","V",1055,"1"
"10313","V",1046,"1"
"10314","V",1009,"1"
"10315","V",1031,"1"
"10316","V",1040,"1"
"10317","V",1001,"1"
"10318","V",1048,"1"
"10319","V",1034,"1"
"10320","C",18882,"18882"
"10321","V",1024,"1"
"10322","V",1166,"1"
"10323","V",1018,"1"
"10324","V",1014,"1"
"10325","V",1000,"1"
"10326","V",1127,"1"
"10327","V",1008,"1"
"10328","V",1030,"1"
"10329","V",1295,"1"
"10330","V",1009,"1"
"10331","V",1097,"1"
"10332","C",18913,"18913"
"10333","V",1008,"1"
"10334","V",1035,"1"
"10335","V",1009,"1"
"10336","V",1001,"1"
"10337","V",1003,"1"
"10338","V",1018,"1"
"10339","V",1004,"1"
"10340","C",18914,"18914"
"10341","V",1008,"1"
"10342","V",1125,"1"
"10343","V",1001,"1"
"10344","V",1003,"1"
"10345","V",1066,"1"
"10346","V",1018,"1"
"10347","V",1067,"1"
"10348","V",1004,"1"
"10349","C",18919,"18919"
"10350","V",1008,"1"
"10351","V",1040,"1"
"10352","V",1017,"1"
"10353","V",1018,"1"
"10354","V",1014,"1"
"10355","V",1179,"1"
"10356","V",1034,"1"
"10357","C",18922,"18922"
"10358","V",1008,"1"
"10359","V",1027,"1"
"10360","V",1038,"1"
"10361","V",1026,"1"
"10362","V",1006,"1"
"10363","V",1041,"1"
"10364","V",1002,"1"
"10365","V",1034,"1"
"10366","C",18926,"18926"
"10367","V",1008,"1"
"10368","V",1046,"1"
"10369","V",1017,"1"
"10370","V",1026,"1"
"10371","V",1049,"1"
"10372","V",1001,"1"
"10373","V",1018,"1"
"10374","V",1034,"1"
"10375","C",18941,"18941"
"10376","V",1008,"1"
"10377","V",1046,"1"
"10378","V",1054,"1"
"10379","V",1251,"1"
"10380","V",1026,"1"
"10381","V",1017,"1"
"10382","V",1049,"1"
"10383","V",1041,"1"
"10384","V",1001,"1"
"10385","V",1003,"1"
"10386","V",1018,"1"
"10387","V",1034,"1"
"10388","V",1004,"1"
"10389","C",18943,"18943"
"10390","V",1077,"1"
"10391","V",1040,"1"
"10392","V",1039,"1"
"10393","V",1003,"1"
"10394","V",1034,"1"
"10395","V",1025,"1"
"10396","V",1045,"1"
"10397","V",1017,"1"
"10398","V",1175,"1"
"10399","V",1004,"1"
"10400","V",1018,"1"
"10401","V",1169,"1"
"10402","V",1193,"1"
"10403","V",1154,"1"
"10404","V",1008,"1"
